Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
M,300.0,329.2962963,1314,53.5,199
L,299.7,331.1481481,1616,35.1,142
L,301.9,331.8888889,1650,29.8,94
L,299.2,329.6666667,1458,47.0,183
M,298.2,321.5185185,1411,47.2,168
M,300.2,334.4814815,1547,40.9,66
L,297.7,324.1111111,1688,27.2,125
L,300.4,328.5555556,1681,28.6,206
L,302.3,333.0,1589,29.9,141
M,300.2,329.2962963,1619,31.3,38
L,299.3,323.7407407,1605,37.0,78
M,301.8,331.5185185,1383,45.7,44
L,303.1,337.8148148,1404,61.5,127
L,300.5,335.5925926,1596,34.8,87
L,299.8,333.3703704,1533,35.9,137
M,301.5,331.1481481,1492,43.0,100
M,299.2,322.6296296,1755,26.4,19
L,299.4,324.8518519,1550,33.7,174
L,299.4,325.962963,1433,42.1,22
L,300.3,334.1111111,1544,41.6,97
M,297.5,322.2592593,1713,32.2,17
L,299.2,330.7777778,1458,44.1,91
L,297.6,327.0740741,1569,36.2,63
M,296.4,318.9259259,2077,19.1,80
L,302.5,330.4074074,1487,42.0,152
M,298.1,323.3703704,1372,51.1,116
L,303.7,337.8148148,1404,46.6,119
M,298.8,329.2962963,1719,28.8,206
H,299.1,322.6296296,1451,42.8,21
L,298.0,324.8518519,1500,36.7,104
H,301.5,331.1481481,1512,39.0,143
L,302.5,335.962963,1481,42.9,52
L,300.8,336.7037037,1512,37.1,169
L,297.2,323.7407407,1392,41.5,108
L,297.9,328.1851852,1461,50.5,38
L,302.0,331.5185185,1453,42.7,92
L,300.6,326.7037037,1654,32.8,57
L,298.3,321.8888889,1586,35.5,0
M,300.4,327.8148148,1466,39.8,184
L,300.8,336.3333333,1416,46.5,7
M,300.8,331.5185185,1886,21.1,44
M,300.6,330.7777778,2156,18.0,16
M,301.3,331.1481481,1378,49.4,173
L,301.1,331.5185185,1334,48.2,106
M,300.1,333.7407407,1495,41.0,193
L,302.5,330.037037,1326,58.5,55
L,302.0,333.3703704,1270,65.3,182
M,298.0,320.037037,1508,41.8,89
M,297.6,318.1851852,1471,44.9,14
M,302.2,332.2592593,1465,43.5,140
L,300.9,330.4074074,1427,47.0,65
L,302.0,331.5185185,1348,58.1,83
L,301.0,335.2222222,1547,34.5,152
L,300.8,335.2222222,1414,49.0,10
H,301.9,332.6296296,1430,49.8,174
M,300.8,327.4444444,1546,42.3,186
L,301.4,331.5185185,1425,45.1,7
M,302.3,332.6296296,1421,41.3,182
M,302.3,335.2222222,1423,44.6,93
L,299.8,330.037037,1687,30.4,33
M,301.0,333.7407407,1454,41.5,57
M,298.1,321.5185185,1686,29.3,35
L,303.5,335.962963,1515,39.2,24
L,296.5,319.6666667,1443,41.8,87
L,303.4,335.962963,1531,37.9,203
M,299.9,327.0740741,1582,38.2,160
M,300.8,330.037037,1494,42.2,35
M,300.5,335.2222222,2141,17.2,196
L,301.7,333.7407407,1348,51.0,87
M,297.3,324.1111111,1542,37.0,184
L,298.1,321.1481481,1425,58.2,57
L,297.3,323.3703704,1528,44.5,140
M,300.1,334.8518519,1433,51.4,76
L,299.1,330.7777778,1736,26.9,74
H,300.2,334.1111111,1319,54.6,15
M,299.7,325.5925926,1352,46.1,102
M,300.9,335.962963,1310,56.1,35
L,297.4,324.1111111,2874,4.2,118
H,300.2,328.1851852,1374,47.7,8
L,302.4,336.3333333,1457,45.5,206
M,301.7,333.0,1578,40.5,174
M,297.2,323.3703704,1364,55.6,163
L,303.6,335.2222222,1491,39.8,92
M,300.4,332.6296296,1433,46.1,199
L,300.8,332.2592593,1732,25.7,109
L,303.7,338.5555556,1702,29.1,141
M,297.2,323.3703704,1604,34.9,200
L,298.4,326.3333333,1806,27.6,64
L,300.0,326.3333333,1397,51.2,173
L,304.0,340.7777778,1416,46.0,128
L,302.0,331.5185185,1698,28.1,39
L,300.5,334.1111111,1642,27.1,37
H,297.9,321.5185185,1800,24.8,44
M,299.6,325.962963,1393,47.7,28
L,303.5,335.5925926,1944,23.5,159
L,303.4,339.2962963,1513,35.8,92
L,300.9,333.7407407,1449,40.2,168
H,302.5,336.3333333,1579,35.7,167
L,298.8,328.9259259,1672,30.4,150
L,297.5,323.0,1384,56.0,73
L,298.3,325.962963,1562,37.6,137
M,302.3,335.5925926,1559,34.4,191
L,304.1,340.7777778,1824,25.8,186
M,297.5,323.3703704,1447,41.6,118
L,298.8,328.9259259,1611,32.4,183
L,304.0,340.4074074,1648,35.7,119
L,300.0,327.8148148,1554,32.0,117
L,302.1,331.5185185,1491,42.8,98
L,299.5,324.1111111,2549,13.0,179
M,297.5,326.7037037,1391,58.2,34
L,297.6,322.6296296,1623,36.9,61
L,298.4,321.5185185,1605,32.4,154
L,302.7,336.7037037,1601,35.2,31
L,298.6,326.7037037,2312,15.5,44
L,300.3,334.4814815,1403,60.1,58
M,299.7,327.4444444,1313,60.0,186
M,303.7,338.5555556,1671,30.5,163
M,300.2,330.037037,1704,29.2,42
L,300.8,335.5925926,1427,43.3,180
L,298.7,327.4444444,1442,55.6,194
L,300.1,333.7407407,1479,39.5,133
L,298.3,324.8518519,1862,27.0,172
L,300.8,334.1111111,1536,40.9,22
H,298.5,325.5925926,2051,19.0,184
H,296.9,320.7777778,1345,54.5,172
M,300.2,330.037037,1704,29.4,221
L,302.1,334.1111111,1549,44.6,31
M,298.1,320.7777778,1384,43.7,200
L,303.5,340.037037,1482,38.5,82
L,298.2,320.7777778,1439,41.6,62
M,298.9,328.1851852,1353,53.7,71
L,299.1,321.8888889,1479,40.7,10
L,297.4,321.8888889,1435,45.7,110
L,301.2,332.6296296,1567,35.1,64
H,301.8,333.0,1463,50.1,149
L,299.3,325.2222222,1786,23.5,100
L,297.2,323.7407407,1413,49.8,12
L,298.1,322.6296296,1495,38.7,188
L,303.6,337.8148148,2232,16.8,0
M,301.1,333.7407407,1909,22.7,38
L,299.2,323.0,1620,34.1,89
L,300.8,337.4444444,1858,26.3,144
L,297.4,324.1111111,1402,40.2,114
M,301.7,329.2962963,1431,44.0,61
L,298.2,320.7777778,1585,34.6,78
M,303.8,338.5555556,1406,47.1,162
L,295.6,314.8518519,1823,25.8,29
L,304.2,340.7777778,1464,44.9,37
M,302.4,335.5925926,1644,37.2,195
M,295.6,314.4814815,1669,29.0,161
L,297.2,322.6296296,1656,30.3,124
M,298.0,322.2592593,1373,51.2,215
L,298.1,325.2222222,1557,36.0,56
M,298.6,327.0740741,1566,38.1,89
M,302.3,333.3703704,1842,23.9,111
L,302.1,334.1111111,1518,37.4,102
M,300.2,334.1111111,1427,39.7,196
L,301.4,330.4074074,1559,39.4,199
H,301.5,330.7777778,1587,33.8,57
L,300.7,331.1481481,1407,40.5,87
L,300.0,334.1111111,1483,45.6,187
H,298.2,324.4814815,1837,28.4,34
L,300.6,335.2222222,1448,49.1,206
L,297.9,325.5925926,1457,44.4,28
H,299.6,332.2592593,1679,31.2,120
L,301.1,330.7777778,1428,44.1,103
M,297.9,325.5925926,1558,39.2,59
M,298.0,328.5555556,1565,33.9,40
L,301.2,331.1481481,1670,30.0,40
M,296.3,318.5555556,1286,51.1,177
M,296.6,319.2962963,1790,25.8,72
H,300.8,331.1481481,1465,44.1,136
M,297.8,318.9259259,1315,54.0,180
L,301.7,331.1481481,1624,34.5,216
M,301.0,331.5185185,1455,46.1,103
L,299.0,329.2962963,1664,29.7,89
L,297.4,323.7407407,1524,43.1,73
L,301.8,331.8888889,1505,41.2,33
H,297.3,323.0,1531,35.6,16
M,299.8,327.8148148,1705,28.5,103
M,301.4,331.8888889,1782,26.5,6
M,298.9,329.6666667,1603,36.1,126
M,298.6,327.4444444,1525,42.4,2
M,297.5,322.6296296,1459,45.2,34
L,298.3,323.3703704,1453,42.9,89
M,301.4,333.0,1758,25.4,88
M,298.2,320.7777778,1599,31.2,173
L,303.3,334.8518519,1337,56.8,187
M,301.7,331.5185185,1861,21.8,84
L,297.4,325.2222222,1833,22.6,161
L,302.5,332.2592593,1624,34.4,146
M,297.5,323.7407407,1842,27.0,133
L,300.1,330.4074074,1554,39.4,115
M,298.0,321.5185185,1555,37.0,111
H,297.0,321.1481481,1448,45.6,172
L,298.9,325.5925926,2861,4.6,143
M,300.2,329.6666667,1438,51.5,7
H,298.3,326.7037037,1631,29.8,0
L,300.6,328.1851852,1455,48.0,125
L,299.6,325.5925926,1476,45.3,166
L,300.5,335.962963,1710,28.4,158
L,300.2,335.2222222,1448,54.2,173
H,299.0,322.2592593,1662,30.4,55
M,300.6,326.7037037,1541,35.2,105
L,302.2,333.7407407,1554,40.2,118
L,300.7,335.5925926,1443,43.7,217
L,298.9,330.4074074,1831,25.4,81
L,298.5,321.5185185,1379,49.6,152
L,302.0,327.8148148,1414,36.3,209
L,297.8,327.8148148,1394,42.9,206
M,297.3,321.8888889,1369,52.0,214
M,301.0,330.4074074,1793,25.0,142
L,302.6,332.6296296,1620,36.2,139
M,300.6,326.7037037,1581,35.7,117
L,298.5,326.7037037,1548,37.7,43
M,299.5,326.3333333,1902,24.0,151
M,299.2,331.8888889,1502,39.8,177
L,297.0,320.7777778,1414,47.5,168
M,301.6,328.5555556,1746,31.1,83
M,303.3,334.4814815,1373,47.3,60
L,299.3,323.3703704,1413,38.5,57
L,298.3,327.8148148,1484,44.3,173
L,302.3,335.2222222,1453,41.2,147
H,299.4,325.962963,1513,36.1,212
L,297.5,324.4814815,1502,45.9,150
M,297.1,323.0,1421,42.0,165
M,300.2,329.2962963,1485,40.5,188
L,303.5,338.1851852,1380,46.1,166
L,302.5,330.4074074,1487,40.2,48
H,299.1,322.2592593,1450,46.1,112
M,300.8,327.4444444,1404,38.7,44
H,298.6,327.0740741,1375,41.0,39
H,301.3,328.9259259,1532,36.3,2
M,296.8,320.7777778,1551,38.9,112
H,301.1,331.1481481,1388,58.5,68
L,303.7,339.2962963,1448,44.5,55
H,304.2,340.037037,1442,40.9,23
L,297.4,323.7407407,1494,42.6,161
L,298.0,320.4074074,1407,43.9,205
H,302.3,329.2962963,1383,42.9,24
H,304.2,341.1481481,1625,37.3,27
M,299.3,331.8888889,1523,40.9,141
L,299.1,322.6296296,1601,31.4,121
M,299.9,325.962963,1548,35.7,97
H,303.3,338.5555556,1827,24.2,132
M,299.1,329.2962963,1412,44.4,24
L,302.3,329.6666667,1548,35.3,170
L,298.4,326.3333333,1531,37.4,16
L,304.1,341.1481481,1452,43.9,182
M,301.2,332.2592593,1460,46.7,166
M,299.6,324.8518519,1568,35.3,77
L,303.3,338.5555556,1463,44.0,140
L,299.4,324.1111111,1459,47.6,96
M,302.6,334.8518519,2041,19.2,174
M,299.6,326.3333333,1577,39.8,48
M,300.5,335.962963,1670,26.3,89
L,303.7,337.4444444,1511,38.9,117
L,298.3,325.2222222,1519,40.0,96
M,300.8,331.1481481,1505,36.2,0
L,299.1,322.6296296,1892,25.2,34
M,303.4,335.5925926,1316,50.9,69
L,298.2,322.6296296,1589,33.2,94
L,298.9,326.3333333,1665,32.5,93
L,298.0,320.7777778,1567,36.4,109
M,299.2,322.2592593,1674,28.2,14
L,302.3,332.6296296,1528,43.1,30
L,300.2,334.1111111,1452,47.8,34
M,303.8,338.9259259,1500,41.7,125
L,301.8,332.2592593,1609,31.7,202
M,304.3,341.8888889,1416,48.1,167
M,301.2,330.037037,1379,43.2,56
L,296.9,321.1481481,1367,47.1,204
M,298.1,324.1111111,1315,56.8,59
M,300.6,327.0740741,1550,40.2,96
L,298.8,328.1851852,1463,40.0,90
M,297.4,324.8518519,1323,57.3,163
L,301.3,331.8888889,1628,32.2,43
L,301.1,331.8888889,1608,32.9,119
L,297.5,326.7037037,1443,45.4,70
H,298.5,325.962963,1568,40.6,39
L,302.6,335.2222222,1254,54.1,19
M,299.9,327.0740741,2065,18.1,62
H,301.7,330.7777778,1388,50.5,176
L,299.8,326.7037037,1630,32.4,53
L,300.5,334.4814815,1651,36.9,65
L,300.7,331.5185185,1416,40.4,214
H,298.4,324.8518519,1782,23.9,24
L,297.6,322.6296296,1617,31.7,39
L,297.4,322.6296296,1704,27.3,65
L,300.5,331.1481481,1540,46.7,206
L,302.4,332.6296296,1329,54.6,176
H,297.6,324.1111111,1659,32.1,49
H,298.0,326.7037037,1490,40.5,53
M,303.7,338.9259259,1469,48.5,147
L,302.3,332.2592593,1412,48.9,28
L,298.2,320.7777778,1627,31.5,64
M,298.1,326.7037037,1362,47.6,70
L,302.7,337.8148148,1444,48.7,9
L,299.2,330.4074074,1611,36.4,32
M,300.4,329.2962963,1457,35.1,193
L,303.5,337.4444444,1681,29.8,25
H,300.8,330.037037,1457,46.8,182
L,303.9,338.5555556,1642,32.3,127
L,299.6,326.7037037,1331,46.4,16
L,300.4,334.4814815,1596,32.5,154
L,298.9,323.3703704,1467,44.7,136
L,299.3,324.1111111,1536,38.9,94
H,297.3,323.3703704,1435,55.0,104
L,302.6,335.5925926,1427,50.1,21
L,299.0,329.6666667,1494,40.6,67
L,303.4,334.8518519,1712,30.1,182
H,297.3,324.4814815,1564,38.0,191
H,298.1,320.037037,1496,44.1,104
H,301.9,328.1851852,1724,27.5,126
L,302.3,332.6296296,1591,32.7,171
L,298.0,323.3703704,1395,46.2,122
H,298.3,321.5185185,1553,41.0,52
L,300.6,329.6666667,1341,52.6,21
L,300.6,335.2222222,1488,47.7,22
L,300.9,336.7037037,1711,28.8,74
L,298.2,322.2592593,1988,21.4,41
M,303.7,338.9259259,1396,47.3,158
L,299.5,326.3333333,1972,19.3,177
L,300.4,335.5925926,1320,57.9,168
H,296.7,321.1481481,1424,53.8,133
L,302.2,334.8518519,1658,31.4,89
L,302.8,332.2592593,1708,29.8,42
M,298.9,323.3703704,1555,37.6,142
H,296.8,319.6666667,1695,30.0,33
M,302.7,337.0740741,1350,58.6,2
M,298.0,321.8888889,1403,44.8,148
L,297.5,323.0,1747,31.0,45
L,300.9,332.6296296,1316,56.5,120
L,301.3,330.4074074,1507,39.1,194
L,295.9,316.3333333,1414,50.2,51
H,300.5,332.2592593,1447,46.5,137
L,298.4,323.7407407,1477,44.0,124
L,301.7,330.7777778,1399,53.2,174
M,302.1,331.8888889,1409,41.3,39
H,297.3,323.7407407,1688,29.4,166
L,299.8,326.7037037,1609,32.5,27
M,301.3,329.2962963,1525,37.8,199
L,300.3,328.9259259,1560,40.8,182
L,300.4,327.0740741,1447,39.3,110
M,295.4,313.3703704,1526,38.2,181
L,298.6,328.1851852,1497,41.6,118
L,301.0,330.4074074,2204,16.6,175
L,304.1,340.4074074,1969,20.8,59
M,300.0,325.5925926,1474,45.2,152
L,299.1,322.6296296,1305,61.4,17
L,300.8,333.3703704,1376,48.1,172
M,299.0,327.8148148,1418,44.7,209
L,300.7,335.962963,1462,39.7,181
M,297.3,324.1111111,1655,34.1,21
M,298.0,324.1111111,1377,48.5,181
L,301.9,331.1481481,1610,33.4,87
M,298.4,325.5925926,1467,39.6,78
M,303.0,338.1851852,1602,33.7,135
L,299.2,330.4074074,1379,46.8,39
M,298.0,323.7407407,1453,44.1,165
H,302.3,335.2222222,1449,44.5,152
M,299.8,333.0,1763,25.5,171
H,297.0,321.8888889,2540,13.3,98
H,301.3,331.1481481,1605,32.5,59
L,301.7,331.5185185,2023,20.9,5
L,300.3,330.4074074,1742,25.9,7
L,299.3,325.962963,1465,41.5,127
L,302.5,334.4814815,1985,18.8,190
M,302.4,330.4074074,1586,34.3,149
L,299.0,323.3703704,1604,34.7,159
M,299.4,331.5185185,1492,45.7,219
L,301.8,331.8888889,1736,26.5,56
L,304.1,341.1481481,1459,50.3,39
M,297.5,324.8518519,1436,44.8,2
L,299.3,323.7407407,1433,37.7,42
L,302.0,330.7777778,1809,27.1,175
L,300.8,333.0,1509,33.4,172
L,304.0,339.6666667,1313,53.9,202
M,301.8,333.0,1399,41.8,125
L,296.3,318.9259259,1444,49.0,13
L,300.1,334.4814815,1471,47.2,201
L,302.2,331.8888889,1438,41.4,66
M,300.3,334.4814815,1528,40.9,76
L,300.7,331.1481481,1447,40.7,82
L,297.6,327.0740741,1549,34.9,68
M,300.5,334.4814815,1378,48.2,82
L,298.1,320.4074074,1388,40.3,109
L,300.3,335.2222222,1635,31.8,156
L,302.0,333.7407407,1567,41.1,26
L,298.8,324.1111111,1450,43.4,66
L,299.3,324.1111111,1579,36.3,211
L,301.4,329.2962963,1502,46.6,37
L,302.5,337.0740741,1775,27.9,56
M,304.0,340.7777778,1500,40.6,124
M,300.3,334.4814815,1445,47.3,40
L,300.8,335.962963,1560,31.8,21
L,302.6,337.4444444,1554,42.0,58
H,302.4,329.6666667,1435,44.9,127
L,297.7,326.3333333,1893,24.6,15
L,300.8,333.3703704,1397,48.7,111
L,301.9,330.4074074,1889,21.5,92
L,297.9,326.7037037,1558,35.7,39
L,298.2,322.2592593,1466,42.4,164
M,298.2,320.4074074,1952,21.6,93
M,297.2,321.1481481,1530,35.9,197
M,303.7,340.037037,1469,39.9,137
L,302.3,333.3703704,1386,50.3,110
M,298.2,324.8518519,1592,35.2,142
L,301.7,331.1481481,1743,26.2,71
M,300.4,327.8148148,1440,42.8,104
M,298.3,321.8888889,1722,28.6,89
L,299.2,323.7407407,1381,50.0,193
L,299.1,323.0,1543,37.9,130
M,300.7,333.7407407,1348,53.0,35
L,304.1,341.1481481,1883,24.5,190
M,303.8,339.2962963,1420,47.9,200
H,299.8,325.962963,1435,42.6,111
L,298.9,325.5925926,1383,54.9,145
M,301.7,333.3703704,1563,34.5,139
H,298.8,329.2962963,1380,44.0,56
L,299.1,330.7777778,1329,54.9,58
L,299.1,323.7407407,1408,46.7,196
M,300.8,330.7777778,1696,29.7,162
M,300.1,325.962963,1454,44.4,19
L,301.2,331.8888889,1392,52.6,23
L,300.2,326.3333333,1532,43.2,53
L,297.7,318.1851852,1715,30.2,0
H,302.0,331.1481481,1438,43.2,12
M,302.2,334.1111111,1539,35.1,24
M,301.7,332.6296296,1510,47.8,27
L,303.7,338.1851852,1462,46.2,165
M,301.0,332.2592593,1910,21.9,37
L,296.9,321.5185185,1514,41.0,120
L,299.6,332.2592593,1658,28.0,76
M,299.0,329.6666667,1564,39.9,97
L,302.3,331.8888889,1511,48.1,24
L,300.0,327.0740741,1728,26.0,37
L,298.7,325.962963,1396,44.8,178
M,303.6,338.1851852,1459,48.2,17
L,302.9,337.0740741,1677,30.5,46
L,297.5,324.4814815,1533,41.5,223
H,302.0,328.1851852,1280,57.3,147
M,297.9,328.9259259,1439,41.7,185
L,295.6,314.1111111,1419,51.1,7
L,300.0,325.962963,1759,27.9,5
L,301.5,331.1481481,1998,20.2,210
L,302.3,334.8518519,1658,32.3,150
L,297.0,322.2592593,1577,29.4,130
M,298.8,328.1851852,1413,45.5,64
L,297.9,321.5185185,1296,62.9,41
L,299.9,330.037037,1268,53.3,146
L,302.0,331.1481481,1358,53.1,194
L,300.1,334.1111111,1572,36.2,199
L,300.8,328.1851852,1657,31.1,151
L,299.8,332.2592593,1545,40.7,166
H,297.0,321.1481481,1846,27.3,179
L,303.5,335.962963,1493,38.7,14
M,299.3,324.8518519,1577,34.9,160
M,300.7,335.962963,1697,28.2,191
L,302.7,335.962963,1389,46.5,15
L,304.0,340.4074074,1465,41.0,69
H,301.9,333.3703704,1474,41.8,18
H,300.7,331.1481481,1631,32.6,43
M,297.6,322.6296296,1538,40.2,0
L,300.3,335.2222222,1445,47.3,15
L,300.5,328.1851852,1428,43.8,119
L,297.0,320.7777778,1553,33.3,155
L,297.4,322.6296296,1475,40.5,222
L,299.6,329.6666667,1588,34.1,38
M,298.9,331.5185185,1638,33.6,218
L,298.3,321.1481481,1399,47.8,99
L,300.8,327.8148148,1418,46.6,12
H,299.0,324.1111111,1408,48.5,25
M,299.5,331.5185185,1423,56.5,7
L,296.9,321.1481481,1535,39.2,133
L,300.7,335.962963,1486,35.8,32
M,302.2,330.7777778,1832,23.7,129
L,298.1,323.0,1592,38.2,211
M,298.1,320.7777778,1608,32.6,57
M,301.9,332.6296296,1384,47.4,121
L,300.7,332.6296296,1436,44.9,119
L,296.6,319.2962963,1368,45.1,185
L,297.9,328.5555556,1542,33.8,33
H,299.0,330.037037,1658,27.6,69
M,301.5,330.4074074,2639,12.0,21
L,300.6,327.4444444,1411,41.6,140
L,299.0,325.5925926,1592,35.0,200
L,301.8,331.1481481,1452,48.4,110
M,302.3,335.2222222,1639,36.6,121
H,297.8,321.1481481,1600,33.5,13
L,301.4,331.1481481,1555,43.3,212
L,298.9,323.7407407,1413,46.5,122
L,296.8,321.1481481,1413,46.5,121
L,301.0,330.7777778,1248,61.4,77
H,300.2,334.4814815,1432,43.6,127
L,299.3,325.2222222,1419,46.6,158
M,302.2,330.4074074,1456,47.5,167
L,297.4,326.7037037,1473,45.5,94
M,297.4,321.5185185,1355,55.1,63
L,301.2,328.5555556,1382,52.4,13
L,300.5,335.2222222,1619,32.7,85
M,300.5,328.1851852,1410,44.4,111
L,302.0,332.6296296,1865,22.7,48
L,295.5,314.8518519,1448,48.9,65
L,297.5,323.3703704,1691,33.1,9
L,300.1,334.1111111,1438,42.2,139
L,300.9,327.8148148,2355,14.4,201
H,303.2,334.1111111,1607,36.6,43
L,301.3,329.2962963,1662,31.0,37
L,300.5,327.8148148,1616,34.5,155
M,299.4,326.3333333,1692,28.4,201
L,301.8,328.9259259,1642,32.6,201
L,300.1,334.1111111,1629,31.3,41
L,301.4,330.7777778,1633,39.5,0
L,302.7,337.8148148,1954,24.8,13
L,299.7,326.3333333,1417,54.6,131
M,299.7,331.8888889,1405,47.6,192
L,300.3,335.962963,1609,34.0,177
M,301.0,334.8518519,1448,43.9,145
L,303.7,337.0740741,1568,33.8,96
L,303.9,338.9259259,1602,33.9,165
L,301.6,330.4074074,1599,41.7,116
H,297.7,323.0,1738,27.7,96
L,301.0,332.2592593,1828,25.1,166
L,300.0,326.3333333,1473,46.0,35
L,299.0,328.9259259,1484,39.6,212
L,298.8,328.1851852,1753,27.5,130
M,298.1,324.8518519,1804,25.1,118
L,301.7,327.0740741,1298,65.5,229
M,298.5,321.8888889,1501,39.2,127
L,300.9,332.2592593,1995,20.2,105
L,298.9,324.1111111,1727,29.4,116
L,300.2,334.4814815,1528,36.1,125
L,297.8,319.2962963,1512,40.8,137
L,298.4,321.1481481,1544,35.9,132
H,297.8,319.6666667,1631,31.3,124
L,297.6,323.7407407,1355,46.4,13
M,299.4,325.5925926,1326,62.0,142
L,303.6,335.5925926,1614,33.2,155
L,301.5,331.5185185,1568,33.1,38
M,299.9,326.7037037,1509,42.8,190
M,297.4,325.2222222,1497,41.8,144
L,302.0,333.7407407,1509,39.9,25
M,297.2,321.5185185,1478,42.5,56
L,298.3,326.7037037,1568,35.8,140
L,298.0,321.8888889,1454,37.1,35
H,301.2,337.8148148,1395,47.8,90
M,300.9,333.0,1546,37.7,133
L,298.4,323.7407407,1433,47.1,101
L,297.3,324.1111111,1506,39.3,187
L,300.0,327.0740741,1641,30.1,35
M,301.7,333.0,1489,41.4,108
H,300.4,328.1851852,1448,39.7,107
H,299.5,331.8888889,1600,32.4,67
M,298.3,320.4074074,1717,27.1,7
L,297.4,322.6296296,1490,42.6,164
L,301.0,327.8148148,1468,42.0,141
L,299.3,323.7407407,1314,48.2,65
M,300.4,330.7777778,1500,43.0,9
M,300.7,331.1481481,1572,38.5,50
M,300.7,332.6296296,1740,25.6,176
H,304.2,341.8888889,1546,41.4,58
L,299.6,325.962963,1601,33.3,33
L,298.2,321.8888889,1462,49.9,69
M,300.2,325.5925926,1406,42.2,40
M,299.1,330.037037,1233,59.0,81
L,299.3,325.5925926,1470,41.1,118
M,302.1,334.4814815,1866,23.1,159
L,298.3,327.4444444,1527,30.9,189
L,298.0,324.4814815,1790,27.2,193
M,298.3,325.5925926,1632,32.7,0
L,298.7,327.0740741,1446,40.0,160
L,299.0,324.1111111,2250,16.6,208
L,298.6,322.6296296,1278,60.5,32
L,298.2,321.5185185,1411,42.4,48
L,297.9,320.037037,1344,54.3,151
L,298.3,325.5925926,1593,40.1,18
L,296.3,319.2962963,1465,47.1,215
L,299.2,331.5185185,1737,27.0,225
L,299.2,322.6296296,1410,43.0,26
L,298.6,327.4444444,1540,35.8,5
L,298.4,326.3333333,1512,35.8,18
L,299.9,325.962963,1491,44.3,214
L,300.4,330.4074074,1298,61.4,19
H,302.3,333.0,1455,40.3,145
L,297.8,324.4814815,1559,35.2,66
L,302.2,331.8888889,1673,32.9,52
L,302.7,336.3333333,1501,37.0,77
L,302.3,335.2222222,1648,32.1,197
M,297.6,323.7407407,1585,42.0,90
L,302.9,337.4444444,1889,22.8,148
M,299.8,330.037037,1805,23.7,198
L,299.4,326.3333333,1401,59.0,38
M,298.9,322.2592593,2022,20.0,23
L,297.5,323.3703704,1462,52.3,148
L,302.7,337.0740741,1450,52.1,213
M,300.7,331.1481481,1488,39.2,189
L,302.2,333.7407407,1475,48.6,104
M,299.1,330.4074074,1524,51.4,66
M,300.2,328.9259259,1664,30.7,179
L,299.1,323.7407407,1260,57.8,152
L,298.5,327.0740741,1294,66.7,12
L,299.3,325.2222222,1511,47.8,148
L,299.6,325.962963,1559,39.1,110
L,302.3,336.3333333,1746,28.1,167
L,299.9,327.0740741,1567,35.5,171
L,297.6,323.7407407,1383,47.5,75
L,302.0,331.8888889,1948,19.7,66
M,301.2,330.037037,1357,54.5,49
L,299.2,331.1481481,1567,38.4,172
L,297.4,323.0,1573,34.5,205
M,297.6,323.7407407,1595,36.9,25
M,303.8,340.4074074,2117,18.6,22
L,297.9,321.1481481,1476,45.2,91
L,297.3,322.6296296,1430,41.9,95
L,297.9,320.037037,1977,20.2,182
L,299.4,331.8888889,1376,53.9,215
H,300.0,333.3703704,1393,43.1,45
L,300.3,335.5925926,1418,45.9,53
M,299.3,326.3333333,1523,37.9,204
L,297.7,325.2222222,1507,38.2,94
L,299.1,323.7407407,1437,41.6,183
L,300.6,328.9259259,1511,36.9,105
L,300.7,327.0740741,1479,34.5,197
M,299.5,332.2592593,1378,48.7,119
L,300.8,332.2592593,1457,47.7,82
M,297.8,323.3703704,1488,41.9,196
M,300.3,334.1111111,1386,48.1,119
H,297.7,322.2592593,1526,40.1,165
L,300.6,327.4444444,1684,32.8,53
L,297.8,321.1481481,1447,48.6,46
M,304.0,340.4074074,1694,31.4,116
M,299.3,325.962963,1440,37.5,111
L,296.9,320.7777778,1400,57.1,202
L,298.9,322.2592593,1686,30.4,53
M,302.9,337.8148148,1334,50.9,5
L,298.4,322.6296296,1433,62.3,20
M,300.8,326.7037037,1342,62.4,113
M,298.5,321.5185185,1461,51.9,157
L,299.9,333.7407407,1647,27.5,26
L,301.1,333.7407407,1268,60.0,53
M,300.3,335.962963,1429,41.6,184
L,302.4,329.6666667,1539,37.7,29
L,301.4,330.037037,1374,47.6,176
H,302.0,328.5555556,1735,27.2,192
L,298.3,325.5925926,1395,49.8,133
M,298.6,326.7037037,1407,45.1,176
M,297.5,324.1111111,1446,53.0,168
M,302.6,329.6666667,1563,39.0,97
L,300.6,330.037037,1920,22.3,223
L,300.4,327.8148148,1685,31.3,152
L,300.7,335.5925926,1441,38.1,34
L,300.5,334.8518519,1509,47.2,202
M,298.5,327.4444444,1438,44.5,124
M,298.9,328.1851852,1392,43.1,218
M,297.8,328.1851852,1676,29.0,178
M,302.2,334.4814815,1360,53.0,36
L,301.8,333.3703704,1840,26.6,202
L,300.2,330.4074074,1518,41.8,5
L,297.5,323.3703704,1546,40.4,129
M,302.9,338.1851852,1551,40.0,20
M,302.1,333.3703704,1616,35.1,57
L,300.2,335.5925926,1410,51.4,189
L,301.6,331.5185185,1457,40.4,213
H,297.0,320.7777778,1404,40.7,184
M,300.5,334.8518519,1454,41.4,108
L,299.9,325.5925926,1412,48.3,198
L,298.3,325.5925926,1403,45.1,138
L,302.2,332.2592593,1604,40.5,68
